objectid,age,gender
6194da1f609d25628d41e0fd,67.0,-1.0
6130c12a4a00cdf42425f1e4,65.0,1.0
6130bf214a00cdf42425cce7,74.0,1.0
6130bd304a00cdf42425a9b0,52.0,1.0
611626a431ee975e584d386f,74.0,-1.0
6130c3de4a00cdf42426238a,45.0,-1.0
6130c2124a00cdf424260251,83.0,1.0
613fed29bba4618becada550,67.0,1.0
6194d961609d25628d41db76,63.0,-1.0
6194d8da609d25628d41d792,61.0,-1.0
611626cf31ee975e584d3bf6,60.0,1.0
6116265b31ee975e584d331f,62.0,1.0
6130c18b4a00cdf42425f8bc,82.0,1.0
613fedf0bba4618becadad5f,61.0,-1.0
6116255531ee975e584d1fab,25.0,-1.0
613fedf9bba4618becadadb3,66.0,1.0
6116258331ee975e584d2332,64.0,-1.0
613fec29bba4618becad9b69,54.0,-1.0
6130c2024a00cdf424260133,67.0,1.0
6116284e31ee975e584d58be,68.0,1.0
6130c0b94a00cdf42425e9b2,41.0,1.0
6130c32f4a00cdf42426165b,83.0,-1.0
613073ab627bfbae31cd1ae8,73.0,-1.0
6130c1514a00cdf42425f4a2,59.0,1.0
61307373627bfbae31cd16a8,60.0,1.0
6116277831ee975e584d48c0,62.0,-1.0
6194d981609d25628d41dc66,63.0,-1.0
6130c29e4a00cdf424260c8f,89.0,1.0
611626dc31ee975e584d3cfc,52.0,-1.0
6130bf904a00cdf42425d4be,61.0,-1.0
613fed9ebba4618becadaa04,61.0,1.0
6116267c31ee975e584d3588,35.0,1.0
611628e531ee975e584d6481,29.0,-1.0
6130c3794a00cdf424261ba5,72.0,-1.0
6194d997609d25628d41dd0c,72.0,1.0
6130bf2d4a00cdf42425cdb5,46.0,1.0
6116268231ee975e584d35e9,52.0,1.0
613fec42bba4618becad9c61,53.0,-1.0
6194d791609d25628d41ce0a,65.0,1.0
613fed04bba4618becada3dd,73.0,1.0
6130c3c14a00cdf4242620f1,68.0,-1.0
613feb03bba4618becad8ff9,51.0,-1.0
6130c14f4a00cdf42425f488,5.0,-1.0
6130c1f64a00cdf424260059,66.0,-1.0
6130c0764a00cdf42425e4fc,34.0,1.0
613fed1abba4618becada4bc,32.0,1.0
6130c4454a00cdf424262b24,29.0,-1.0
61307350627bfbae31cd1417,67.0,1.0
6194da01609d25628d41e01b,54.0,1.0
61307467627bfbae31cd2907,53.0,1.0
6130bdf34a00cdf42425b77a,82.0,1.0
6116287231ee975e584d5b9e,74.0,-1.0
6116274b31ee975e584d4553,73.0,1.0
6130c3534a00cdf4242618f8,41.0,1.0
611628e331ee975e584d6465,38.0,-1.0
6116298531ee975e584d70f2,31.0,-1.0
6194d923609d25628d41d9ab,47.0,-1.0
6116253531ee975e584d1d56,20.0,-1.0
6130c1bf4a00cdf42425fc8c,31.0,1.0
613072eb627bfbae31cd0c5a,25.0,1.0
6130bfcd4a00cdf42425d952,57.0,-1.0
6130c10f4a00cdf42425eff4,58.0,1.0
6194d876609d25628d41d4a1,75.0,-1.0
6130c34b4a00cdf42426185b,36.0,1.0
6130c0af4a00cdf42425e8f9,89.0,-1.0
613072fe627bfbae31cd0dcc,48.0,-1.0
6116295631ee975e584d6d7c,86.0,-1.0
6116274631ee975e584d44f7,51.0,1.0
6116258431ee975e584d233d,34.0,-1.0
61307488627bfbae31cd2b99,53.0,-1.0
6130be5b4a00cdf42425beb1,48.0,-1.0
613fecbbbba4618becada101,31.0,-1.0
6194d6b9609d25628d41c7bd,83.0,-1.0
6130bd4a4a00cdf42425ab88,55.0,1.0
6116258c31ee975e584d23d3,74.0,1.0
6194d610609d25628d41c2cc,67.0,1.0
6116297431ee975e584d6fae,49.0,-1.0
613fea95bba4618becad8bca,1.0,-1.0
6130c1044a00cdf42425ef37,65.0,-1.0
613fec36bba4618becad9bea,27.0,-1.0
611626d331ee975e584d3c4c,35.0,-1.0
6130c0734a00cdf42425e4cc,66.0,-1.0
6130bdec4a00cdf42425b6f5,70.0,-1.0
6194da2b609d25628d41e159,64.0,1.0
6130bf2a4a00cdf42425cd85,89.0,-1.0
6194d59b609d25628d41bf6d,29.0,-1.0
6194da32609d25628d41e18c,89.0,-1.0
6130c1924a00cdf42425f94c,72.0,-1.0
61307348627bfbae31cd137f,73.0,-1.0
6130c4314a00cdf4242629bc,36.0,1.0
6130c2504a00cdf4242606eb,62.0,-1.0
6194d60c609d25628d41c2af,69.0,1.0
613fee1abba4618becadaf0d,82.0,-1.0
6194d5b0609d25628d41c001,69.0,-1.0
6130c0bb4a00cdf42425e9cc,48.0,1.0
6194d76f609d25628d41cd0b,36.0,-1.0
6116257531ee975e584d221f,22.0,1.0
613074a2627bfbae31cd2d9b,59.25656660412758,-1.0
6130c0204a00cdf42425df26,64.0,-1.0
6130be9e4a00cdf42425c35e,72.0,1.0
61307447627bfbae31cd2689,65.0,1.0
613feca4bba4618becada01f,73.0,1.0
613feb44bba4618becad9265,52.0,-1.0
6130c3234a00cdf42426157b,52.0,-1.0
613073bd627bfbae31cd1c26,62.0,1.0
6130c3644a00cdf424261a1e,79.0,-1.0
6130c41d4a00cdf42426283a,79.0,-1.0
613feda2bba4618becadaa32,75.0,-1.0
61307406627bfbae31cd2180,74.0,-1.0
61307353627bfbae31cd145c,80.0,-1.0
6116264f31ee975e584d3243,18.0,-1.0
6130bf604a00cdf42425d15c,76.0,1.0
6130be884a00cdf42425c1d1,44.0,1.0
6130bdb34a00cdf42425b303,61.0,-1.0
613fee11bba4618becadaeaf,64.0,1.0
6194da71609d25628d41e35e,52.0,1.0
6130c2ea4a00cdf4242611a0,73.0,-1.0
6194d753609d25628d41cc34,75.0,-1.0
6130bea04a00cdf42425c386,42.0,1.0
6116297731ee975e584d6fe2,38.0,-1.0
611626e031ee975e584d3d49,51.0,1.0
611626fd31ee975e584d3f97,37.0,1.0
6130bf104a00cdf42425cbad,72.0,1.0
611626be31ee975e584d3a79,52.0,1.0
6130c1114a00cdf42425f01a,76.0,1.0
6194d5f5609d25628d41c200,67.0,-1.0
6194da6b609d25628d41e32e,75.0,-1.0
6194d8c5609d25628d41d6f4,75.0,-1.0
6130c2e14a00cdf424261101,31.0,1.0
6116291931ee975e584d6873,24.0,1.0
6116280c31ee975e584d53da,57.0,-1.0
6130be964a00cdf42425c2c4,54.0,1.0
6194da5b609d25628d41e2b6,41.0,1.0
6194d8e2609d25628d41d7cf,62.0,-1.0
611627e431ee975e584d50f3,48.0,1.0
611628aa31ee975e584d5ffc,86.0,-1.0
6116254b31ee975e584d1eed,67.0,-1.0
613fed1fbba4618becada4ed,81.0,1.0
6130c2a94a00cdf424260d61,63.0,1.0
6116259e31ee975e584d2520,45.0,-1.0
6130c2924a00cdf424260bb9,65.0,1.0
6116298331ee975e584d70c8,70.0,-1.0
613072bf627bfbae31cd0914,57.0,1.0
6130c1ec4a00cdf42425ffb2,43.0,-1.0
6130c1724a00cdf42425f6f1,65.0,1.0
6130bda44a00cdf42425b1ee,19.0,1.0
613febf1bba4618becad9943,75.0,-1.0
61307491627bfbae31cd2c47,59.25656660412758,-1.0
6130bf844a00cdf42425d3f6,52.0,1.0
6130bd284a00cdf42425a90d,33.0,-1.0
6130bf844a00cdf42425d3f4,47.0,-1.0
6130736e627bfbae31cd1650,57.0,-1.0
6116285231ee975e584d5919,82.0,-1.0
6130c1004a00cdf42425eeec,61.0,1.0
611627f231ee975e584d51f3,67.0,-1.0
6130c1164a00cdf42425f075,53.0,1.0
6116288e31ee975e584d5dea,58.0,-1.0
6116275b31ee975e584d468c,67.0,1.0
6194d91e609d25628d41d983,66.0,-1.0
611628cb31ee975e584d6282,47.0,-1.0
6130bf0c4a00cdf42425cb6c,74.0,-1.0
6130bd7b4a00cdf42425af03,71.0,1.0
6130c16b4a00cdf42425f675,78.0,1.0
6116265931ee975e584d32f4,80.0,-1.0
6130bef94a00cdf42425ca01,71.0,1.0
6130748f627bfbae31cd2c30,53.0,-1.0
6130c25a4a00cdf4242607b2,0.0,1.0
61307487627bfbae31cd2b88,69.0,-1.0
611628c931ee975e584d6257,57.0,1.0
6130c29f4a00cdf424260ca1,68.0,1.0
6130bf6e4a00cdf42425d256,65.0,-1.0
6194d8f2609d25628d41d844,80.0,1.0
6130c43f4a00cdf424262aba,36.0,-1.0
613fee8dbba4618becadb394,37.0,1.0
611627c231ee975e584d4e7f,73.0,1.0
6130c2b84a00cdf424260e58,46.0,1.0
6130c23c4a00cdf42426057c,74.0,1.0
6194d8d9609d25628d41d788,42.0,-1.0
6130bd4d4a00cdf42425abcc,72.0,1.0
6194d639609d25628d41c402,61.0,1.0
613fec35bba4618becad9be1,57.0,-1.0
6116288731ee975e584d5d63,87.0,-1.0
6130c1dd4a00cdf42425feab,72.0,1.0
6116286b31ee975e584d5b16,77.0,1.0
6130734d627bfbae31cd13d9,73.0,1.0
6130c0ee4a00cdf42425ed99,55.0,-1.0
6130be334a00cdf42425bc05,60.0,-1.0
6116275e31ee975e584d46c8,40.0,1.0
6116292e31ee975e584d6a36,62.0,1.0
6130c1be4a00cdf42425fc72,38.0,-1.0
6130735f627bfbae31cd152e,89.0,-1.0
6130be7a4a00cdf42425c0c9,34.0,1.0
6130c1624a00cdf42425f5dd,56.0,1.0
6130c1f64a00cdf42426005a,8.0,-1.0
6116268531ee975e584d361b,74.0,-1.0
613073cf627bfbae31cd1d84,89.0,1.0
6130bf474a00cdf42425cf92,68.0,-1.0
613fee68bba4618becadb218,44.0,1.0
61307466627bfbae31cd28ec,65.0,1.0
6116272c31ee975e584d4306,77.0,-1.0
6130c1784a00cdf42425f75b,70.0,1.0
6130bea74a00cdf42425c411,62.0,-1.0
6130bfd44a00cdf42425d9d9,38.0,-1.0
613073f6627bfbae31cd205f,68.0,-1.0
6130c0c84a00cdf42425eab8,58.0,1.0
6194d597609d25628d41bf4c,64.0,1.0
6130bd364a00cdf42425aa1b,42.0,-1.0
613fec7ebba4618becad9ea1,83.0,-1.0
6130c1b04a00cdf42425fb6d,28.0,-1.0
6130c3ce4a00cdf424262213,40.0,1.0
6194d91c609d25628d41d979,75.0,1.0
613fed42bba4618becada645,33.0,1.0
6130c0984a00cdf42425e759,56.0,-1.0
613073ed627bfbae31cd1fad,55.0,-1.0
6194d8f0609d25628d41d832,44.0,-1.0
6130bd274a00cdf42425a900,5.0,1.0
6130bf564a00cdf42425d0a4,89.0,-1.0
6194d623609d25628d41c35a,35.0,-1.0
6116256231ee975e584d20b4,32.0,1.0
6130bf764a00cdf42425d2eb,54.0,-1.0
613073c0627bfbae31cd1c64,71.0,-1.0
6130c3254a00cdf42426159c,75.0,1.0
6130c35c4a00cdf42426199d,70.0,1.0
6130747c627bfbae31cd2aa7,74.0,1.0
6130c0dd4a00cdf42425ec56,74.0,1.0
613fed53bba4618becada6f8,74.0,1.0
613feb32bba4618becad91bc,64.0,-1.0
611628aa31ee975e584d5ffe,60.0,-1.0
6130c2c64a00cdf424260f3b,49.0,-1.0
6194d64e609d25628d41c499,54.0,1.0
6194d7fb609d25628d41d113,60.0,-1.0
6130bfae4a00cdf42425d6f1,49.0,1.0
6194d73d609d25628d41cb99,83.0,1.0
6194d5ea609d25628d41c1af,56.0,1.0
6130bd5a4a00cdf42425aca8,75.0,-1.0
6130c1234a00cdf42425f16a,78.0,-1.0
613feb9dbba4618becad95de,60.0,-1.0
611626c431ee975e584d3b01,20.0,1.0
61307346627bfbae31cd134a,58.0,1.0
611626c531ee975e584d3b22,76.0,-1.0
61307317627bfbae31cd0fac,73.0,1.0
6130c3364a00cdf4242616e8,82.0,-1.0
6116282931ee975e584d560a,55.0,1.0
6130be674a00cdf42425bf82,67.0,-1.0
6194d74a609d25628d41cbf9,86.0,1.0
6130c4764a00cdf424262ee7,76.0,1.0
6130c21d4a00cdf42426032a,89.0,-1.0
6130c2614a00cdf42426083f,55.0,-1.0
6130bf514a00cdf42425d04c,70.0,1.0
6130c3b74a00cdf42426202e,4.0,-1.0
6116293731ee975e584d6af4,70.0,1.0
6116266331ee975e584d33aa,63.0,1.0
6130c34f4a00cdf4242618b0,85.0,1.0
6130c0324a00cdf42425e06d,43.0,-1.0
6130bd774a00cdf42425aec9,71.0,1.0
6130c0d84a00cdf42425ebfa,81.0,-1.0
611625d731ee975e584d294a,77.0,-1.0
6130c1584a00cdf42425f522,17.0,1.0
611628a531ee975e584d5fa2,64.0,1.0
6116268931ee975e584d366a,69.0,-1.0
6130bf344a00cdf42425ce3a,79.0,1.0
6130c2324a00cdf4242604cc,49.0,-1.0
6130c3044a00cdf42426134e,77.0,-1.0
6116299631ee975e584d7227,55.0,-1.0
613fecbabba4618becada0f3,67.0,1.0
6130c1e84a00cdf42425ff67,67.0,-1.0
6130c1e84a00cdf42425ff61,58.0,-1.0
6130c0384a00cdf42425e0d2,66.0,1.0
6116288931ee975e584d5d8e,66.0,1.0
6130c2594a00cdf4242607a5,27.0,-1.0
6116280231ee975e584d5329,58.0,-1.0
6194d7c4609d25628d41cf74,77.0,1.0
613073a8627bfbae31cd1ab2,59.25656660412758,-1.0
611626da31ee975e584d3ccc,73.0,-1.0
6116287731ee975e584d5c16,52.0,-1.0
613febc3bba4618becad975c,74.0,-1.0
6194d5f1609d25628d41c1e3,45.0,-1.0
6130bec64a00cdf42425c653,58.0,-1.0
613febf5bba4618becad9967,78.0,1.0
611625bf31ee975e584d279a,47.0,1.0
6194d794609d25628d41ce1b,29.0,1.0
6130be134a00cdf42425b9e9,73.0,-1.0
6130c0674a00cdf42425e41c,71.0,1.0
6116264f31ee975e584d3241,73.0,1.0
6116266e31ee975e584d3476,38.0,-1.0
6130c1364a00cdf42425f2c1,43.0,-1.0
6116284c31ee975e584d5892,54.0,-1.0
6130befd4a00cdf42425ca5a,47.0,-1.0
613072ee627bfbae31cd0c96,72.0,-1.0
6130c0a34a00cdf42425e822,18.0,-1.0
611627d231ee975e584d4fa4,35.0,-1.0
61307366627bfbae31cd15c2,83.0,-1.0
6130c0d64a00cdf42425ebd2,30.0,-1.0
6194da52609d25628d41e275,64.0,1.0
611628db31ee975e584d63bb,60.0,1.0
6116254531ee975e584d1e7f,22.0,-1.0
6130c28e4a00cdf424260b68,83.0,1.0
6130c1e94a00cdf42425ff80,57.0,1.0
6130c14b4a00cdf42425f43a,35.0,-1.0
6194da9a609d25628d41e48c,59.0,-1.0
6116283331ee975e584d56c7,68.0,1.0
613fec55bba4618becad9d1a,69.0,1.0
6130c22d4a00cdf424260466,81.0,-1.0
6130c0034a00cdf42425dd24,80.0,1.0
6130c2bb4a00cdf424260e87,58.0,1.0
611626f931ee975e584d3f52,76.0,-1.0
6194d9f8609d25628d41dfdb,55.0,-1.0
611628ea31ee975e584d64ec,63.0,1.0
613feb44bba4618becad9268,43.0,1.0
6130c3074a00cdf424261386,82.0,1.0
6116263131ee975e584d3008,62.0,1.0
6130743b627bfbae31cd259a,69.0,-1.0
61307432627bfbae31cd24e0,26.0,1.0
6130bf584a00cdf42425d0d3,72.0,1.0
6130c0214a00cdf42425df3e,65.0,1.0
6130be184a00cdf42425ba30,61.0,1.0
6194daca609d25628d41e5ef,63.0,1.0
6116286131ee975e584d5a35,62.0,1.0
6130bf1c4a00cdf42425cc7f,67.0,-1.0
613fecb3bba4618becada0af,55.0,-1.0
6130c3dd4a00cdf424262374,34.0,-1.0
6130bdbd4a00cdf42425b3ca,80.0,-1.0
613fec90bba4618becad9f5c,54.0,1.0
6130c1f94a00cdf424260095,52.0,-1.0
6130c3a64a00cdf424261eea,67.0,1.0
613072b7627bfbae31cd086a,37.0,1.0
6116294531ee975e584d6c13,69.0,-1.0
613feb8fbba4618becad9554,58.0,-1.0
613072de627bfbae31cd0b58,60.0,1.0
613fee51bba4618becadb11f,78.0,1.0
6194d7c2609d25628d41cf68,67.0,-1.0
6116296731ee975e584d6eb9,54.0,1.0
613fedf2bba4618becadad72,30.0,-1.0
6194d9e5609d25628d41df4b,32.0,-1.0
613fecd8bba4618becada223,73.0,1.0
613073aa627bfbae31cd1acf,61.0,1.0
6130bd544a00cdf42425ac3f,76.0,-1.0
6130be0b4a00cdf42425b944,49.0,1.0
613072df627bfbae31cd0b64,62.0,1.0
6116283b31ee975e584d5747,33.0,1.0
6194d88e609d25628d41d559,49.0,-1.0
613fecb1bba4618becada09f,26.0,1.0
6130bfe54a00cdf42425db00,81.0,-1.0
61307331627bfbae31cd11b1,59.25656660412758,1.0
6116286131ee975e584d5a34,40.0,1.0
6130bd994a00cdf42425b133,57.0,-1.0
6116258031ee975e584d22f8,61.0,1.0
6130c3a24a00cdf424261ea3,47.0,1.0
611628db31ee975e584d63bd,72.0,1.0
6130bd9e4a00cdf42425b183,62.0,1.0
611626db31ee975e584d3cee,91.0,-1.0
6116258931ee975e584d239d,70.0,1.0
6130c3b34a00cdf424261fdc,78.0,-1.0
613fece6bba4618becada2bb,40.0,1.0
61307405627bfbae31cd216f,49.0,1.0
6116287a31ee975e584d5c4f,76.0,-1.0
6130c1cf4a00cdf42425fdad,69.0,1.0
613fee8bbba4618becadb376,24.0,-1.0
613073c5627bfbae31cd1cc6,69.0,-1.0
6130be344a00cdf42425bc09,46.0,-1.0
6130c0174a00cdf42425de8a,84.0,-1.0
6116291031ee975e584d67c0,74.0,-1.0
611628a831ee975e584d5fdb,89.0,1.0
613073ea627bfbae31cd1f7b,63.0,1.0
613074ac627bfbae31cd2e61,42.0,1.0
6130bd824a00cdf42425af82,86.0,1.0
6194d847609d25628d41d348,78.0,-1.0
6130730f627bfbae31cd0f13,66.0,1.0
6194d5bb609d25628d41c054,39.0,-1.0
611628a631ee975e584d5fc1,65.0,1.0
6116290831ee975e584d6715,80.0,1.0
6130c1354a00cdf42425f2a0,47.0,-1.0
6116276f31ee975e584d4818,76.0,-1.0
6116265c31ee975e584d3326,39.0,-1.0
611627cb31ee975e584d4f20,46.0,-1.0
6130c31d4a00cdf424261514,34.0,-1.0
6130c13d4a00cdf42425f33b,83.0,1.0
61307392627bfbae31cd1908,78.0,1.0
6130c4594a00cdf424262c9d,71.0,1.0
6130c4034a00cdf42426264a,64.0,-1.0
6130c1fc4a00cdf4242600d2,36.0,-1.0
6130c00d4a00cdf42425ddc4,60.0,1.0
6130c34e4a00cdf424261898,69.0,-1.0
613fec6dbba4618becad9df5,66.0,1.0
613073e6627bfbae31cd1f37,75.0,1.0
6130c2004a00cdf424260118,55.0,-1.0
6130be3b4a00cdf42425bc8a,8.0,-1.0
6130be814a00cdf42425c145,76.0,1.0
6194d693609d25628d41c6a3,86.0,1.0
6130c35b4a00cdf424261983,83.0,1.0
6194d6e4609d25628d41c8f8,51.0,-1.0
6130c1604a00cdf42425f5af,43.0,-1.0
6130bf684a00cdf42425d1ef,67.0,1.0
6130c19a4a00cdf42425f9ed,84.0,1.0
613feaa3bba4618becad8c54,66.0,-1.0
6116256a31ee975e584d2155,58.0,-1.0
613fee65bba4618becadb1f6,77.0,-1.0
6194d6fc609d25628d41c9b0,58.0,-1.0
61307303627bfbae31cd0e38,48.0,1.0
6194d73d609d25628d41cb93,73.0,-1.0
6130bd344a00cdf42425a9fc,22.0,-1.0
611628b031ee975e584d607f,52.0,1.0
611626b831ee975e584d3a0d,20.0,-1.0
611628f331ee975e584d6583,80.0,-1.0
613febc4bba4618becad9761,41.0,1.0
6130c4374a00cdf424262a2e,79.0,-1.0
6194d8c3609d25628d41d6e7,86.0,-1.0
6116261a31ee975e584d2e49,77.0,1.0
6130c2c14a00cdf424260eeb,81.0,1.0
6116259231ee975e584d243a,59.0,-1.0
6116293631ee975e584d6add,73.0,-1.0
611626dd31ee975e584d3d16,53.0,-1.0
6194d8f0609d25628d41d838,71.0,1.0
613fed91bba4618becada979,70.0,1.0
6116282831ee975e584d55fd,52.0,1.0
6194d9c4609d25628d41de56,68.0,1.0
611627ed31ee975e584d51a3,66.0,1.0
6116265e31ee975e584d334c,65.0,1.0
6116257431ee975e584d2211,19.0,-1.0
6116274431ee975e584d44cb,81.0,-1.0
6130bef24a00cdf42425c98a,38.0,1.0
6130745b627bfbae31cd2826,42.0,1.0
6116287e31ee975e584d5c9c,78.0,1.0
6130be854a00cdf42425c18b,47.0,1.0
6194d694609d25628d41c6a6,41.0,-1.0
6194da06609d25628d41e042,61.0,-1.0
6194da88609d25628d41e401,53.0,-1.0
6194daa5609d25628d41e4df,70.0,1.0
6194d98d609d25628d41dcbc,80.0,1.0
6130c29b4a00cdf424260c60,51.0,1.0
6194d9f6609d25628d41dfcb,89.0,1.0
6130c2b84a00cdf424260e5c,85.0,1.0
6116283f31ee975e584d5795,47.0,1.0
613074af627bfbae31cd2e9f,34.0,1.0
6130c36f4a00cdf424261ae9,63.0,-1.0
6130bd8c4a00cdf42425b031,74.0,1.0
6116265231ee975e584d326e,39.0,1.0
613073a7627bfbae31cd1a90,51.0,1.0
6130be614a00cdf42425bf12,35.0,-1.0
6130bee54a00cdf42425c898,89.0,1.0
6130c29c4a00cdf424260c63,36.0,1.0
6194da35609d25628d41e1a4,59.0,-1.0
613fee22bba4618becadaf5b,65.0,1.0
6130c1894a00cdf42425f8a1,81.0,1.0
613fededbba4618becadad37,76.0,-1.0
613072bf627bfbae31cd090d,60.0,1.0
6130bdf04a00cdf42425b74b,55.0,-1.0
6130c44f4a00cdf424262be2,55.0,1.0
6194d9da609d25628d41defe,73.0,1.0
6194d755609d25628d41cc44,27.0,1.0
611626c731ee975e584d3b4b,65.0,1.0
6130be2c4a00cdf42425bb87,72.0,1.0
6130c25a4a00cdf4242607bc,71.0,-1.0
6130745b627bfbae31cd2823,35.0,-1.0
6116280131ee975e584d530f,81.0,1.0
6130c1a24a00cdf42425fa74,28.0,1.0
613feb38bba4618becad91f2,76.0,1.0
6130736a627bfbae31cd15ff,45.0,1.0
613fee3dbba4618becadb05d,74.0,1.0
6116283c31ee975e584d575b,53.0,1.0
6130c1064a00cdf42425ef55,30.0,1.0
61307477627bfbae31cd2a4d,38.0,-1.0
6130c20a4a00cdf4242601c0,60.0,1.0
6194da58609d25628d41e2a3,77.0,-1.0
6130c3cb4a00cdf4242621dd,58.0,1.0
6130bff14a00cdf42425dbdd,71.0,1.0
611625ee31ee975e584d2afc,92.0,-1.0
611626a331ee975e584d385f,28.0,1.0
613073cc627bfbae31cd1d4d,76.0,1.0
6130c4144a00cdf424262782,28.0,-1.0
613feb32bba4618becad91be,70.0,-1.0
613feb15bba4618becad90a7,17.0,-1.0
6130c1204a00cdf42425f132,52.0,-1.0
613fedf3bba4618becadad7a,25.0,1.0
6194d793609d25628d41ce1a,45.0,1.0
6130c0ec4a00cdf42425ed67,79.0,-1.0
613072ab627bfbae31cd077a,75.0,1.0
6116261b31ee975e584d2e5b,73.0,-1.0
613fec85bba4618becad9ee9,37.0,1.0
6116279331ee975e584d4add,69.0,-1.0
61307435627bfbae31cd2529,61.0,1.0
6194d96e609d25628d41dbd3,51.0,1.0
6116259d31ee975e584d250b,83.0,-1.0
6130be554a00cdf42425be37,63.0,1.0
6116275c31ee975e584d46a4,66.0,-1.0
6130c0a34a00cdf42425e81e,77.0,1.0
6130c4124a00cdf424262756,86.0,-1.0
6130c33a4a00cdf424261733,66.0,1.0
6116283731ee975e584d570b,43.0,-1.0
613072b0627bfbae31cd07e3,74.0,1.0
611627c731ee975e584d4ed3,64.0,-1.0
6116295531ee975e584d6d6c,76.0,-1.0
6130c3974a00cdf424261dd8,77.0,-1.0
611627db31ee975e584d5042,64.0,1.0
6130bfde4a00cdf42425da8d,64.0,1.0
6130c1bb4a00cdf42425fc3f,14.0,-1.0
6130bf004a00cdf42425ca8d,69.0,-1.0
6130c2664a00cdf424260899,52.0,-1.0
6130c0c94a00cdf42425eada,87.0,1.0
6116259931ee975e584d24c7,34.0,1.0
6194d7c5609d25628d41cf7d,70.0,1.0
61307464627bfbae31cd28d1,88.0,1.0
611627e431ee975e584d50f8,78.0,-1.0
6116278a31ee975e584d4a21,73.0,1.0
6130bfee4a00cdf42425dbaf,74.0,1.0
61307304627bfbae31cd0e4b,75.0,1.0
6116271f31ee975e584d4212,50.0,1.0
6130c1744a00cdf42425f722,22.0,-1.0
611625c431ee975e584d27e3,31.0,-1.0
6130bdd14a00cdf42425b52b,88.0,1.0
6130740e627bfbae31cd222a,78.0,-1.0
6130c1984a00cdf42425f9b7,66.0,1.0
61307438627bfbae31cd2561,44.0,1.0
6130be6c4a00cdf42425bfd0,64.0,-1.0
613feb06bba4618becad9013,65.0,-1.0
6130c45c4a00cdf424262cd8,0.0,1.0
6116282e31ee975e584d5669,88.0,-1.0
613fed7ebba4618becada8b1,55.0,-1.0
6130c0e34a00cdf42425ecd1,78.0,1.0
6194d6f1609d25628d41c957,42.0,1.0
6130bedd4a00cdf42425c7ff,63.0,-1.0
6130bfbf4a00cdf42425d843,58.0,1.0
611626e331ee975e584d3d90,72.0,1.0
6116281a31ee975e584d54e1,73.0,1.0
6130be0c4a00cdf42425b962,23.0,1.0
6194d9c1609d25628d41de44,7.0,1.0
6116256f31ee975e584d21a9,37.0,1.0
611627be31ee975e584d4e28,73.0,-1.0
6116276631ee975e584d4757,11.0,-1.0
6194d9f3609d25628d41dfb6,63.0,-1.0
6130c35c4a00cdf424261996,38.0,-1.0
613fee13bba4618becadaec9,64.0,-1.0
6130c0e74a00cdf42425ed1b,83.0,1.0
6130c10f4a00cdf42425f003,67.0,1.0
6130c38c4a00cdf424261d0c,80.0,-1.0
6194d8bc609d25628d41d6b3,85.0,-1.0
613fed3fbba4618becada621,64.0,-1.0
6130c2ee4a00cdf4242611d6,11.0,1.0
6194d98b609d25628d41dcb2,77.0,-1.0
6130738b627bfbae31cd1875,23.0,-1.0
613fea9cbba4618becad8c07,24.0,1.0
61307329627bfbae31cd1119,52.0,1.0
613fecaebba4618becada07a,59.25656660412758,-1.0
6130c2454a00cdf42426061a,89.0,-1.0
611628f331ee975e584d658f,69.0,1.0
6130bf9c4a00cdf42425d59e,60.0,1.0
6194d644609d25628d41c452,82.0,-1.0
613feb14bba4618becad90a2,79.0,1.0
611626e831ee975e584d3dee,73.0,-1.0
6130bf6d4a00cdf42425d23d,8.0,-1.0
6130bd8e4a00cdf42425b057,72.0,-1.0
6116260231ee975e584d2c8b,75.0,1.0
6130c34f4a00cdf4242618a6,62.0,-1.0
6130bee74a00cdf42425c8bd,76.0,-1.0
6130bf164a00cdf42425cc1e,46.0,-1.0
611626df31ee975e584d3d45,52.0,1.0
6130c2ec4a00cdf4242611c0,52.0,-1.0
613febaebba4618becad9689,55.0,-1.0
61307370627bfbae31cd1670,75.0,-1.0
611628f831ee975e584d65f2,59.0,1.0
613feb13bba4618becad9090,81.0,-1.0
611625d631ee975e584d293d,59.0,-1.0
6130bf914a00cdf42425d4e0,13.0,-1.0
6130c0914a00cdf42425e6d9,67.0,1.0
6194d88b609d25628d41d542,35.0,1.0
6130c2964a00cdf424260bfb,71.0,1.0
6130c3b04a00cdf424261faf,44.0,-1.0
6116291831ee975e584d686a,45.0,1.0
613feaedbba4618becad8f1f,60.0,1.0
6130c07a4a00cdf42425e559,37.0,1.0
611627c731ee975e584d4ed4,44.0,1.0
611628bb31ee975e584d614b,66.0,1.0
6130c2ee4a00cdf4242611d7,41.0,1.0
6194d8fe609d25628d41d89f,53.0,1.0
6130c4514a00cdf424262c03,5.0,-1.0
6116275331ee975e584d45ea,54.0,1.0
613073c1627bfbae31cd1c7d,52.0,1.0
6130c38f4a00cdf424261d42,85.0,1.0
61307412627bfbae31cd226a,79.0,-1.0
6116267231ee975e584d34c3,67.0,1.0
611626ad31ee975e584d3922,54.0,-1.0
613feacdbba4618becad8de7,66.0,1.0
6130c0284a00cdf42425dfb3,75.0,-1.0
613feb8bbba4618becad9528,48.0,1.0
6116278831ee975e584d4a09,48.0,1.0
6116283d31ee975e584d5774,49.0,-1.0
6130c23b4a00cdf42426056b,64.0,1.0
