훈련 로그 시작

Epoch [1/10]

Epoch 1 시작
Batch [1/858], 손실: 0.6860
Batch [2/858], 손실: 0.5007
Batch [3/858], 손실: 0.3224
Batch [4/858], 손실: 0.2009
Batch [5/858], 손실: 0.2003
Batch [6/858], 손실: 0.2007
Batch [7/858], 손실: 0.1882
Batch [8/858], 손실: 0.1668
Batch [9/858], 손실: 0.1489
Batch [10/858], 손실: 0.1809
Batch [11/858], 손실: 0.1745
Batch [12/858], 손실: 0.1648
Batch [13/858], 손실: 0.1860
Batch [14/858], 손실: 0.1868
Batch [15/858], 손실: 0.1691
Batch [16/858], 손실: 0.1654
